AGENCY_AREA,CATCHMENT,WATERBODY_TYPE,WATERBODY_TYPE_DESCRIPTION,WATER_BODY,SITE_ID,SITE_VERSION,NGR_PREFIX,EASTING,NORTHING,NGR_10_FIG,FULL_EASTING,FULL_NORTHING,WFD_WATERBODY_ID,SLOPE,DIST_FROM_SOURCE,SOURCE_ALTITUDE,ALKALINITY,BASE_DATA_DATE,MIN_SAMPLE_DATE,MAX_SAMPLE_DATE,COUNT_OF_SAMPLES,ECN_SITE_MPHYTE
SOUTH WEST - NORTH WESSEX,BOYD,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BOYD,174064,1,ST,68071,69830,ST6807169830,368071,169830,GB109053027510,3.8,18.000,120.0,248.2,09/01/2014,17/09/2014,17/09/2014,1,False
SOUTHERN - KENT & E. SUSSEX,GREAT STOUR,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,NORTH STREAM (LYDDEN),174004,1,TR,32868,55472,TR3286855472,632868,155472,GB107040019730,0.6,7.000,63.0,,,27/08/2014,27/08/2014,1,False
MIDLANDS - WEST,HADLEY BROOK,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,HADLEY/HOCKLEY BROOK,166146,1,SO,86572,64182,SO8657264182,386572,264182,GB109054044180,0.6,18.700,170.0,221.9,07/02/2014,15/08/2013,15/08/2016,2,False
MIDLANDS - WEST,SPADESBOURNE BROOK,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,SPADESBOURNE BROOK,166224,1,SO,95941,70884,SO9594170884,395941,270884,GB109054044230,11.0,5.600,221.0,74.1,07/02/2014,07/08/2013,07/08/2013,1,False
MIDLANDS - WEST,LEADON (LS),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,LEADON,172948,1,SO,77796,23148,SO7779623148,377796,223148,GB109054032511,1.1,39.700,154.0,242.6,26/08/2014,10/07/2014,10/07/2014,1,False
SOUTH WEST - SOUTH WESSEX,UPPER STOUR,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,STOUR (SW - UPPER),166209,1,ST,79923,28198,ST7992328198,379923,128198,GB108043022490,4.0,9.300,210.0,124.5,01/01/2013,19/08/2013,31/05/2016,2,False
THAMES - WEST,WINDRUSH,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WINDRUSH,167384,1,SP,15216,21090,SP1521621090,415216,221090,GB106039030480,2.9,16.850,230.0,150.0,01/10/2013,12/09/2013,06/08/2015,2,False
THAMES - WEST,CHERWELL AND RAY (OXON),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,CHERWELL,165384,1,SP,49903,15283,SP4990315283,449903,215283,GB106039037431,0.6,59.000,175.0,200.0,01/10/2013,09/07/2013,15/08/2016,2,False
NORTH EAST - YORKSHIRE,DERWENT (DALES),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,DERWENT (DALES),167083,1,SE,70671,49924,SE7067149924,470671,449924,GB104027068312,0.3,111.000,387.4,153.0,31/01/2014,03/09/2013,03/08/2018,4,False
SOUTH WEST - DEVON,AXE (DEVON),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,AXE (DEVON),170545,1,SY,27886,97133,SY2788697133,327886,097133,GB108045008870,,,,,,21/08/2019,31/08/2021,3,False
SOUTH WEST - SOUTH WESSEX,PIDDLE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,PIDDLE,167923,1,SY,75625,94626,SY7562594626,375625,094626,GB108044010120,,,,,,25/05/2004,25/05/2004,1,False
THAMES - NORTH EAST,MIMRAM,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,MIMRAM,178971,1,TL,23962,15440,TL2396215440,523962,215440,GB106038033270,,,,,,22/06/2015,07/06/2017,3,False
NORTH EAST - YORKSHIRE,WHARFE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,SKIRFARE,162799,1,SD,93052,72013,SD9305272013,393052,472013,GB104027069230,12.9,11.500,480.0,127.7,28/10/2013,28/06/2013,28/06/2013,1,False
NORTH EAST - NORTH EAST,BLYTH (NORTHUMBRIA),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,PONT,163786,1,NZ,10611,71562,NZ1061171562,410611,571562,GB103022076840,10.7,17.700,250.0,221.0,29/01/2014,08/07/2016,08/07/2016,1,False
NORTH EAST - YORKSHIRE,HUMBER,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,FOREDYKE STREAM,164407,1,TA,12905,44719,TA1290544719,512905,444719,GB104026066890,1.7,2.900,9.0,250.0,03/12/2013,11/07/2013,16/08/2019,3,False
SOUTHERN - SOLENT & S. DOWNS,MEON,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,MEON,177286,1,SU,67246,22453,SU6724622453,467246,122453,GB107042016640,4.6,3.100,121.0,231.4,07/12/2015,02/09/2015,27/07/2016,2,False
NORTH WEST - NORTH,HODDER,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,HODDER,177907,1,SD,70293,50787,SD7029350787,370293,450787,GB112071065350,,,,,,17/08/2015,17/08/2015,1,False
NORTH EAST - YORKSHIRE,AIRE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,OULTON BECK,165284,1,SE,37315,27862,SE3731527862,437315,427862,GB104027062680,7.5,13.000,111.0,160.0,31/01/2014,09/07/2013,11/06/2015,2,False
NORTH EAST - YORKSHIRE,DERWENT (DALES),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,LOWDALES BECK,165533,1,SE,96764,90605,SE9676490605,496764,490605,GB104027067960,11.4,3.980,203.0,141.0,31/01/2014,12/07/2013,12/07/2013,1,False
NORTH EAST - YORKSHIRE,HULL,WBCN,CANAL: Artificial water course primarily used for navigation,DRIFFIELD CANAL (HULL),165563,1,TA,02766,57481,TA0276657481,502766,457481,GB104026067130,4.7,3.000,25.0,182.0,31/01/2014,01/07/2013,01/07/2013,1,False
THAMES - WEST,THAMES SOURCE TO TEDDINGTON (W SECTION),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,DERRY BROOK,180445,1,SU,05069,93024,SU0506993024,405069,193024,GB106039023620,0.8,7.800,102.0,184.0,01/08/2016,15/08/2013,05/08/2015,2,False
NORTH WEST - SOUTH,DANE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,LOACH BK,180310,1,SJ,81445,64745,SJ8144564745,381445,364745,GB112068055370,,,,,,25/06/2015,25/06/2015,1,False
THAMES - WEST,THAME,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,CHALGROVE BROOK,180465,1,SU,66293,95629,SU6629395629,466293,195629,GB106039023740,,,,,,02/07/2015,02/07/2015,1,False
THAMES - WEST,RAY (WILTS),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,HAYDON WICK BROOK,180447,1,SU,12503,88096,SU1250388096,412503,188096,GB106039023331,2.5,3.200,124.0,247.0,01/08/2015,06/08/2015,06/08/2015,1,False
SOUTH WEST - CORNWALL,CAMEL,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BLISLAND STREAM,202317,1,SX,11569,73706,SX1156973706,211569,073706,GB108049000190,,,,,,15/07/2021,15/07/2021,1,False
THAMES - WEST,WEY (THAMES),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WEY (NORTH),202335,1,SU,86712,44482,SU8671244482,486712,144482,GB106039017830,,,,,,15/07/2021,15/07/2021,1,False
THAMES - WEST,CHERWELL AND RAY (OXON),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,CHERWELL,202349,1,SP,49985,15130,SP4998515130,449985,215130,GB106039037432,,,,,,07/07/2021,07/07/2021,1,False
SOUTH WEST - NORTH WESSEX,YEO,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,CAM,162339,1,ST,60744,25189,ST6074425189,360744,125189,GB108052015650,3.1,9.600,150.0,267.0,17/01/2014,17/07/2013,17/07/2013,1,False
THAMES - WEST,THAME,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,HARDWICK BROOK,167390,1,SP,80966,18835,SP8096618835,480966,218835,GB106039030430,1.6,13.900,140.0,217.0,01/10/2013,11/09/2013,10/08/2016,2,False
ANGLIAN - NORTHERN,EAST LINCS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,HALTHAM BECK,159789,1,TF,25366,63802,TF2536663802,525366,363802,GB105030051560,1.4,10.600,75.0,238.0,12/11/2013,10/08/2012,17/07/2014,2,False
SOUTHERN - KENT & E. SUSSEX,NORTH KENT,WBDT,DITCH: Artificial channel used primarily for land drainage,IWADE STREAM,159816,1,TQ,90876,68658,TQ9087668658,590876,168658,GB106040018600,0.1,3.400,18.0,,,01/08/2012,01/08/2012,1,False
SOUTHERN - KENT & E. SUSSEX,NORTH KENT,WBS,SPRING SYSTEM,LOWER HALSTOW STREAM,159817,1,TQ,85835,66976,TQ8583566976,585835,166976,GB106040018220,0.3,1.800,11.0,280.0,01/01/2015,01/08/2012,01/08/2012,1,False
MIDLANDS - CENTRAL,"TRENT(UPPER) (UT) : PLEASE USE ""UPPER TRENT (UT)",WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,SCOTCH BROOK,159844,1,SJ,90434,33912,SJ9043433912,390434,333912,GB104028053220,11.2,7.100,214.3,191.1,07/02/2014,01/08/2012,22/07/2016,2,False
SOUTHERN - KENT & E. SUSSEX,GREAT STOUR,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,GREAT STOUR,159846,1,TR,14201,57611,TR1420157611,614201,157611,GB107040019770,0.3,44.700,,,,28/08/2012,28/08/2012,1,False
MIDLANDS - CENTRAL,AVON (SOWE-BIDFORD) (LS),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,TACH BROOK,159855,1,SP,30138,63035,SP3013863035,430138,263035,GB109054043740,1.5,13.400,129.4,261.6,05/12/2013,20/08/2012,17/09/2014,2,False
SOUTHERN - KENT & E. SUSSEX,GREAT STOUR,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,GREAT STOUR,159856,1,TQ,98481,43071,TQ9848143071,598481,143071,GB107040019660,2.0,18.000,108.0,,,20/08/2012,20/08/2012,1,False
SOUTH WEST - NORTH WESSEX,PARRETT,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,LAM BROOK,159889,1,ST,43091,18269,ST4309118269,343091,118269,GB108052015340,4.2,2.590,40.0,228.9,22/02/2013,09/08/2012,09/08/2012,1,False
SOUTH WEST - NORTH WESSEX,BRISTOL AVON,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BRISTOL AVON,160941,1,ST,96706,83236,ST9670683236,396706,183236,GB109053027650,1.1,19.600,120.0,238.0,03/01/2014,06/09/2013,16/09/2016,2,False
SOUTH WEST - NORTH WESSEX,BRISTOL AVON,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BRISTOL AVON,160942,1,ST,97912,82205,ST9791282205,397912,182205,GB109053027650,1.1,21.400,120.0,243.1,03/01/2014,12/09/2013,18/08/2016,2,False
SOUTH WEST - NORTH WESSEX,BRISTOL AVON,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,SHERSTON AVON,160946,1,ST,91443,87024,ST9144387024,391443,187024,GB109053027690,0.8,20.700,175.0,232.2,19/12/2013,08/07/2013,20/09/2016,2,False
NORTH EAST - YORKSHIRE,SWALE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,NEWTON/BEDALE/BELLERBY BECK,202631,1,SE,29034,89526,SE2903489526,429034,489526,GB104027068910,0.9,22.500,222.0,,,17/08/2021,17/08/2021,1,False
SOUTHERN - SOLENT & S. DOWNS,ARUN,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,SUSSEX ROTHER,158023,1,SU,81161,23212,SU8116123212,481161,123212,GB107041012810,1.8,18.400,110.0,,,12/09/2011,14/07/2021,6,False
MIDLANDS - WEST,WYE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,STRETFORD BROOK,158077,1,SO,41561,53685,SO4156153685,341561,253685,GB109055036580,2.6,7.900,200.0,214.8,01/03/2011,12/09/2011,12/09/2011,1,False
SOUTH WEST - NORTH WESSEX,PARRETT,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WELLHAMS BROOK,159890,1,ST,44552,19749,ST4455219749,344552,119749,GB108052015350,1.0,10.770,75.0,240.7,22/02/2013,09/08/2012,09/08/2012,1,False
SOUTH WEST - NORTH WESSEX,PARRETT,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,SEDGEMOOR OLD RHYNE,159900,1,ST,37467,28441,ST3746728441,337467,128441,GB108052015450,0.4,14.400,80.0,247.8,01/03/2013,14/09/2012,29/08/2014,2,False
SOUTH WEST - NORTH WESSEX,CONGRESBURY YEO,WBDT,DITCH: Artificial channel used primarily for land drainage,OLDBRIDGE RIVER,159931,1,ST,40756,63823,ST4075663823,340756,163823,GB109052021620,1.2,5.400,20.0,288.7,01/03/2013,02/10/2012,16/09/2020,3,False
SOUTH WEST - NORTH WESSEX,BRISTOL AVON,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,CLACKERS BROOK,159948,1,ST,91121,63800,ST9112163800,391121,163800,GB109053021920,3.1,8.200,90.0,216.0,01/03/2013,05/09/2012,23/07/2014,2,False
NORTH EAST - YORKSHIRE,WHARFE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,COCK BECK,160023,1,SE,48259,41537,SE4825941537,448259,441537,GB104027063940,3.8,24.200,108.0,280.3,03/01/2014,10/08/2012,16/08/2016,2,False
MIDLANDS - WEST,MORDA (US),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,MORDA,160024,1,SJ,29361,20762,SJ2936120762,329361,320762,GB109054049930,1.4,23.000,320.0,167.7,27/02/2013,07/09/2012,25/07/2016,2,False
MIDLANDS - WEST,CRADLEY BROOK (US),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BARTON COURT TRIBUTARY,203071,1,SO,74427,41223,SO7442741223,374427,241223,GB109054039910,11.1,1.700,165.0,,,27/09/2021,27/09/2021,1,False
MIDLANDS - WEST,WYE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,LUGG,203076,1,SO,51651,47468,SO5165147468,351651,247468,GB109055029720,,,,,,26/07/2021,26/07/2021,1,False
SOUTH WEST - NORTH WESSEX,MARDEN,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,COWAGE BROOK,156433,1,ST,98815,73763,ST9881573763,398815,173763,GB109053027620,1.3,10.300,115.0,247.1,01/03/2013,01/08/2012,29/07/2015,2,False
SOUTH WEST - NORTH WESSEX,CONGRESBURY YEO,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,CONGRESBURY YEO,156497,1,ST,45163,63060,ST4516363060,345163,163060,GB109052021640,1.0,12.200,100.0,209.0,19/06/2012,17/06/2011,04/07/2014,2,False
MIDLANDS - WEST,STRATFORD BROOK,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,STRATFORD BROOK,158126,1,SO,76640,95576,SO7664095576,376640,295576,GB109054045010,1.4,13.880,123.0,180.0,01/03/2011,20/07/2011,20/07/2011,1,False
MIDLANDS - WEST,HAMPTON LOADE (US),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,HAMPTON LOADE BROOK,158158,1,SO,75756,85938,SO7575685938,375756,285938,GB109054044680,23.3,5.000,130.0,201.0,01/03/2011,22/07/2011,22/07/2011,1,False
THAMES - WEST,CHERWELL AND RAY (OXON),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,LUDGERSHALL BROOK,160064,1,SP,65175,19578,SP6517519578,465175,219578,GB106039030060,1.1,6.800,140.0,235.0,01/02/2013,11/09/2012,25/08/2016,2,False
ANGLIAN - NORTHERN,CENTRAL LINCS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,LEGSBY BECK,160074,1,TF,07488,80409,TF0748880409,507488,380409,GB105030062330,0.3,7.000,108.0,263.0,12/11/2013,07/09/2012,31/08/2018,3,False
SOUTHERN - KENT & E. SUSSEX,STOUR MARSHES,WBDT,DITCH: Artificial channel used primarily for land drainage,BROOKSEND STREAM,160112,1,TR,29121,68072,TR2912168072,629121,168072,GB107040019770,1.2,0.300,3.0,,,17/08/2012,17/08/2012,1,False
THAMES - SOUTH EAST,CHERTSEY BOURNE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BOURNE (S),160133,1,TQ,05057,63811,TQ0505763811,505057,163811,GB106039017020,0.8,20.700,85.0,75.0,14/02/2013,21/09/2012,12/08/2014,2,False
SOUTH WEST - DEVON,EXE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,MATFORD BROOK,160137,1,SX,93497,89229,SX9349789229,293497,089229,GB108045009000,6.6,4.500,65.0,193.0,01/01/2013,11/09/2012,18/09/2015,2,False
MIDLANDS - WEST,SEVERN (BEWDLEY-TEWKESBURY),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,POOL BROOK,158262,1,SO,84032,40932,SO8403240932,384032,240932,GB109054039700,3.5,11.750,140.0,217.2,02/04/2013,27/09/2011,27/09/2011,1,False
SOUTHERN - KENT & E. SUSSEX,EAST ROTHER,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,KENT ROTHER,158328,1,TQ,73643,23816,TQ7364323816,573643,123816,GB107040013440,0.3,9.000,166.0,,,15/08/2011,15/08/2011,1,False
SOUTHERN - KENT & E. SUSSEX,EAST ROTHER,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,GLOTTENHAM STREAM,158329,1,TQ,74145,23905,TQ7414523905,574145,123905,GB107040013640,0.3,7.400,173.0,,,15/08/2011,15/08/2011,1,False
SOUTHERN - KENT & E. SUSSEX,EAST ROTHER,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,KENT ROTHER,160157,1,TQ,71495,26433,TQ7149526433,571495,126433,GB107040013590,2.1,21.550,167.0,,,30/08/2012,30/08/2012,1,False
MIDLANDS - WEST,BATTLEFIELD BROOK,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BATTLEFIELD BROOK,160177,1,SO,94521,70723,SO9452170723,394521,270723,GB109054044240,8.8,9.900,269.0,,,28/09/2012,28/09/2012,1,False
NORTH EAST - NORTH EAST,NORTH TYNE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,HARESHAW BURN,1820,2,NY,83795,83108,NY8379583108,383795,583108,GB103023075020,2.2,7.900,340.0,81.0,01/01/1995,18/09/2007,20/08/2014,3,False
THAMES - WEST,THAMES SOURCE TO TEDDINGTON (W SECTION),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,CHOLSEY BROOK,156733,1,SU,60492,86807,SU6049286807,460492,186807,GB106039023570,0.5,6.100,,,,15/07/2011,15/07/2011,1,False
NORTH WEST - NORTH,RIBBLE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,RATHMELL BECK,203112,1,SD,78380,60960,SD7838060960,378380,460960,GB112071065590,,,,,,16/07/2021,16/07/2021,1,False
SOUTHERN - KENT & E. SUSSEX,GREAT STOUR,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,PENFIELD SEWER,203411,1,TR,35912,54562,TR3591254562,635912,154562,GB107040019550,0.1,2.300,0.0,239.0,21/06/2021,22/06/2021,22/06/2021,1,False
MIDLANDS - WEST,AVON (BELOW BIDFORD) (LS),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,CARRANT BROOK,158396,1,SO,90239,33404,SO9023933404,390239,233404,GB109054039850,1.9,15.500,200.0,257.2,27/02/2013,16/09/2011,10/07/2014,2,False
MIDLANDS - WEST,SEVERN (BELOW TEWKESBURY),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,CAM (S GLOS),158402,1,SO,74463,04499,SO7446304499,374463,204499,GB109054032540,2.0,14.600,227.0,223.8,27/02/2013,29/07/2011,29/07/2011,1,False
ANGLIAN - NORTHERN,EAST LINCS,WBDR,DRAIN: Natural or artificial watercourse primarily used for land drainage,SEVEN TOWNS NORTH EAU,161695,1,TF,39222,99314,TF3922299314,539222,399314,GB104029062140,3.0,15.500,12.0,268.0,06/02/2014,22/07/2013,22/07/2013,1,False
SOUTH WEST - SOUTH WESSEX,CALE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,CALE,156841,1,ST,72777,25802,ST7277725802,372777,125802,GB108043015850,3.3,11.250,180.0,,,27/06/2011,19/09/2012,2,False
MIDLANDS - WEST,BOW BROOK (LS),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,BOW BROOK,158471,1,SO,92334,44001,SO9233444001,392334,244001,GB109054043712,0.6,37.700,145.0,237.0,27/02/2013,05/10/2011,04/07/2014,2,False
SOUTH WEST - CORNWALL,CAMEL,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WATERLOO STREAM,158504,1,SX,09830,72851,SX0983072851,209830,072851,GB108049000190,,,,,,05/09/2011,05/09/2011,1,False
SOUTH WEST - NORTH WESSEX,TONE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,TONE,145780,1,ST,13076,22092,ST1307622092,313076,122092,GB108052015481,5.6,29.140,368.0,142.0,04/10/2012,06/07/1999,22/08/2008,6,False
ANGLIAN - NORTHERN,EAST LINCS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,SOUTH FORTY FOOT DRAIN,188574,1,TF,16658,25702,TF1665825702,516658,325702,GB105030051510,0.3,3.200,3.0,238.0,09/09/2019,13/07/2017,13/07/2017,1,False
THAMES - SOUTH EAST,LODDON,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,LODDON,155426,1,SU,78397,76011,SU7839776011,478397,176011,GB106039023160,1.3,44.000,126.0,168.0,04/10/2012,12/07/2010,06/08/2014,3,False
SOUTH WEST - CORNWALL,TAMAR,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,TALA WATER,155461,1,SX,31180,92010,SX3118092010,231180,092010,GB108047008000,5.0,4.100,160.0,43.0,04/10/2012,14/07/2010,14/07/2010,1,False
SOUTH WEST - CORNWALL,PLYM,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,PLYM,155467,1,SX,53150,62590,SX5315062590,253150,062590,GB108047004040,14.3,12.700,453.0,10.0,04/10/2012,06/07/2010,06/07/2010,1,False
NORTH EAST - YORKSHIRE,RYE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,PICKERING BECK,155485,1,SE,83068,88141,SE8306888141,483068,488141,GB104027068470,1.0,13.000,160.0,127.5,04/10/2012,29/07/2011,29/07/2011,1,False
SOUTH WEST - SOUTH WESSEX,PIDDLE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,PIDDLE,155478,1,SY,78336,94085,SY7833694085,378336,094085,GB108044010080,2.9,13.700,130.0,220.7,04/10/2012,21/06/2010,27/06/2012,3,False
MIDLANDS - WEST,SEVERN (ABOVE BEWDLEY),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WEIR BROOK,158704,1,SJ,34781,24481,SJ3478124481,334781,324481,GB109054049940,4.0,6.700,,,,26/07/2012,26/07/2012,1,False
MIDLANDS - WEST,WYE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,WILLERSLEY BROOK,158705,1,SO,31499,46799,SO3149946799,331499,246799,GB109055037070,5.2,8.380,175.0,170.6,22/11/2012,05/09/2012,05/09/2012,1,False
NORTH EAST - NORTH EAST,WEAR AND TRIBS (BISHOP AUCKLAND- STANHOPE),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,LINBURN BECK,155392,1,NZ,09269,29087,NZ0926929087,409269,529087,GB103024072720,19.2,3.700,330.0,108.9,04/10/2012,29/07/2010,29/07/2010,1,False
ANGLIAN - NORTHERN,CENTRAL LINCS,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,METHERINGHAM DELPH,155407,1,TF,11960,63055,TF1196063055,511960,363055,GB105030056220,,,,,,03/06/2010,03/06/2010,1,False
MIDLANDS - EAST,TRENT (LOWER),WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,GOOSEMOOR DYKE,156177,1,SK,80300,67800,SK8030067800,480300,367800,GB104028058270,3.5,12.000,52.0,298.0,04/10/2012,10/08/2012,19/08/2014,2,False
SOUTH WEST - SOUTH WESSEX,WYLYE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,CHITTERNE,155541,1,ST,96922,40309,ST9692240309,396922,140309,GB108043022560,2.5,5.000,98.0,216.0,04/10/2012,07/10/1992,30/06/2014,32,False
SOUTH WEST - SOUTH WESSEX,LOWER & MIDDLE STOUR,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,STOUR (SW - LOWER & MIDDLE),155542,1,ST,95824,00452,ST9582400452,395824,100452,GB108043016052,0.7,64.000,205.0,212.6,04/10/2012,08/08/2011,08/08/2011,1,False
NORTH EAST - YORKSHIRE,RYE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,SPRINGWOOD,155551,1,SE,56425,84588,SE5642584588,456425,484588,GB104027068450,55.0,0.600,110.0,73.4,04/10/2012,27/07/2011,27/07/2011,1,False
NORTH EAST - NORTH EAST,LOWER COQUET,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,TYELAW BURN,155377,2,NU,22150,07312,NU2215007312,422150,607312,GB103022076720,24.3,3.500,120.0,168.2,04/10/2012,28/07/2010,28/07/2010,1,False
SOUTH WEST - DEVON,TEIGN,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,LEMON,157685,1,SX,83320,71087,SX8332071087,283320,071087,GB108046008450,9.1,11.200,350.0,101.0,01/01/2012,08/08/2011,08/08/2011,1,False
ANGLIAN - EASTERN,GIPPING,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,GIPPING,157805,1,TM,06070,57800,TM0607057800,606070,257800,GB105035046280,,,55.0,,,30/08/2011,30/08/2011,1,False
ANGLIAN - NORTHERN,LOWER NENE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,HARPERS BROOK,160197,1,SP,83549,85575,SP8354985575,483549,285575,GB105032045230,6.7,3.300,135.0,312.6,12/11/2013,29/08/2012,29/08/2012,1,False
SOUTH WEST - DEVON,TORRIDGE,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,KENWITH STREAM,160205,1,SS,43749,27200,SS4374927200,243749,127200,GB108050014500,7.3,3.300,85.0,70.0,01/01/2013,19/09/2012,03/09/2015,2,False
NORTH EAST - NORTH EAST,WANSBECK,WBRV,RIVER: Natural/semi-natural flowing fresh watercourse,DELF BURN,155604,1,NZ,03700,87800,NZ0370087800,403700,587800,GB103022077040,6.7,11.900,307.0,129.0,23/01/2014,04/06/2013,04/06/2013,1,False
